"X","Tenure","Gender","EducationLevel","LoanStatus","NetPromoterScore","TransactionFrequency","Surname","Age","Geography","ComplaintsCount","HasCrCard","EstimatedSalary","IsActiveMember","AvgTransactionAmount","CustomerSegment","MaritalStatus","DigitalEngagementScore","ID","CreditScore","SavingsAccountFlag","Balance","NumOfProducts","Exited"
1419,2,NA,"University","No loan",NA,NA,NA,NA,NA,0,NA,36976.52,1,119.807290337666,"Mass Market","Married",65,NA,NA,1,NA,1,0
1420,NA,"Male","Postgraduate","Default risk",NA,31,"Lu",30,"Spain",2,1,NA,NA,126.33719662345,"High Net Worth","Divorced",47,NA,663,0,0,3,0
1421,2,"Female",NA,"Active loan",NA,22,"Azubuike",25,NA,0,1,114566.47,NA,101.699312774592,"Affluent","Single",64,NA,NA,0,NA,2,0
1422,NA,"Female","University","No loan",8,NA,NA,63,"Spain",0,1,173576.71,1,76.443319697253,NA,NA,68,NA,NA,1,0,NA,0
1423,NA,NA,"University","No loan",10,NA,"Ifeanacho",49,"France",0,NA,NA,NA,NA,"Mass Market","Married",88,NA,619,1,145359.99,NA,0
1424,NA,"Male","University","No loan",10,NA,"Yeh",45,"Germany",0,0,129870.93,0,45.0505089297593,"Mass Market","Married",68,NA,NA,1,103399.87,NA,0
1425,2,"Male","University",NA,8,40,NA,35,"Spain",NA,0,84321.03,NA,NA,"Mass Market","Married",53,NA,670,NA,NA,2,0
1426,8,"Female",NA,"Active loan",7,NA,"Dubinina",36,"France",0,NA,NA,1,141.975710333816,NA,NA,63,NA,645,0,0,NA,1
1427,3,NA,"University","No loan",8,29,"Sochima",31,NA,0,1,42589.33,1,54.0823131641063,"Mass Market","Married",67,NA,531,1,NA,1,0
1428,6,"Female","University","No loan",9,NA,"Piccio",NA,NA,0,0,57034.35,0,128.193666684289,"Mass Market","Married",45,NA,531,1,75302.85,2,0
1429,4,NA,"High School",NA,4,22,"Hammonds",NA,"France",0,1,190911.02,1,117.167668007323,"Affluent",NA,NA,NA,743,0,0,2,0
1430,NA,"Female",NA,"No loan",NA,23,NA,NA,"Spain",0,0,100236.02,1,NA,"Mass Market","Married",NA,NA,581,1,170172.9,NA,0
1431,9,"Male","University","No loan",10,NA,NA,37,"Germany",NA,NA,104152.65,0,68.4561316567052,"Mass Market",NA,NA,NA,NA,1,NA,3,1
1432,5,"Male","High School",NA,NA,NA,NA,59,"Germany",0,1,NA,0,104.460933172879,"Affluent",NA,NA,NA,727,1,NA,1,1
1433,9,"Female","University",NA,8,NA,"Ifeatu",37,NA,0,NA,179634.69,0,113.081584780477,"Mass Market","Married",69,NA,524,1,127480.58,NA,0
1434,3,"Male","High School","No loan",NA,29,"Hammer",58,"France",0,0,NA,1,NA,NA,"Single",41,NA,691,1,NA,1,1
1435,10,"Female","Postgraduate","Active loan",3,31,NA,29,"Spain",1,1,94815.04,1,119.763252582604,"High Net Worth","Divorced",NA,NA,850,NA,NA,NA,0
1436,NA,"Female","High School",NA,7,NA,NA,NA,"France",0,NA,145551.6,1,117.880261704001,"Affluent","Single",64,NA,NA,0,0,2,0
1437,NA,"Female","University",NA,NA,32,"Ku",33,"France",0,0,145381.65,NA,NA,"Mass Market","Married",74,NA,640,NA,NA,1,0
1438,2,"Female","University","No loan",NA,29,"Okeke",44,NA,0,NA,53072.49,0,33.1573431694654,"Mass Market","Married",67,NA,646,NA,113063.83,1,1
1439,5,NA,NA,NA,NA,29,"She",NA,"Spain",0,1,193040.32,NA,70.2837079567865,NA,"Single",NA,NA,714,NA,0,NA,0
1440,NA,"Male","Postgraduate","Active loan",3,28,"Hamilton",NA,"France",1,1,28184.7,1,NA,"High Net Worth",NA,NA,NA,NA,NA,0,NA,0
1441,2,NA,"University","No loan",10,28,NA,32,NA,0,1,180990.29,1,116.526928053926,"Mass Market",NA,NA,NA,631,1,146810.99,NA,0
1442,5,"Male","High School","Active loan",4,NA,"Calabrese",67,"Spain",0,1,107534.32,1,128.543296795396,"Affluent","Single",65,NA,657,0,NA,NA,0
1443,NA,"Male",NA,"Active loan",7,30,"Boniwell",NA,"France",0,1,93081.87,NA,NA,NA,NA,51,NA,756,NA,0,3,0
1444,10,"Female",NA,"Active loan",NA,NA,NA,44,NA,1,0,93777.61,1,128.141889986699,NA,NA,NA,NA,725,NA,0,NA,0
1445,3,"Female","University","No loan",9,31,"Vasiliev",18,"Germany",0,0,NA,NA,NA,"Mass Market","Married",84,NA,716,NA,128743.8,1,0
1446,NA,"Male","University",NA,NA,22,"Chen",NA,"France",0,0,178235.37,NA,182.657157117825,"Mass Market","Married",41,NA,616,1,102016.38,NA,1
1447,7,"Male",NA,"Active loan",3,30,"Nebeolisa",29,"Germany",NA,1,163257.44,0,86.7449834466982,"High Net Worth","Divorced",56,NA,607,0,102609,1,0
1448,7,"Male","High School","Active loan",4,27,"Meng",NA,"Spain",0,NA,NA,1,109.871132979468,"Affluent","Single",NA,NA,780,0,86006.21,NA,0
1449,10,NA,"University","No loan",NA,NA,"Chase",NA,"Spain",0,1,180318.6,1,57.616807064931,"Mass Market","Married",NA,NA,585,1,0,2,0
1450,8,"Female","University",NA,NA,28,NA,26,"France",0,1,23703.52,1,75.9911297992666,"Mass Market","Married",55,NA,NA,NA,78892.23,1,0
1451,6,"Male",NA,NA,9,NA,"Horton",NA,"Germany",NA,1,191393.26,1,63.7940876890291,NA,NA,74,NA,612,1,NA,1,0
1452,8,"Female","University","No loan",10,NA,NA,59,"Germany",NA,NA,91.75,0,99.1877168300283,NA,"Married",49,NA,NA,1,121669.93,NA,1
1453,4,"Female","University","No loan",NA,NA,"Hanson",NA,"France",NA,NA,34335.55,NA,55.1724530777405,"Mass Market","Married",54,NA,667,NA,NA,2,0
1454,6,"Male","Postgraduate","Active loan",NA,NA,"Stokes",49,"France",1,NA,17298.72,1,116.063030522356,"High Net Worth","Divorced",NA,NA,747,0,202904.64,1,1
1455,9,NA,NA,"No loan",10,NA,"Harewood",55,NA,0,1,153356.8,0,104.527437158975,"Mass Market","Married",NA,NA,682,NA,0,1,1
1456,1,"Female","University",NA,8,43,"Takasuka",45,"France",NA,0,89891.4,0,NA,NA,"Married",50,NA,558,1,NA,NA,1
1457,NA,NA,"Postgraduate",NA,1,31,"Obialo",NA,"France",2,NA,93332.64,NA,NA,"High Net Worth","Divorced",60,NA,478,0,0,1,1
1458,4,"Male","University","No loan",NA,32,"Pan",42,"Spain",0,1,NA,0,52.9364425454201,"Mass Market","Married",94,NA,650,NA,NA,NA,1
1459,NA,"Male","University","No loan",10,30,"Kerr",NA,NA,0,1,NA,1,131.136039149402,"Mass Market","Married",79,NA,703,1,141559.5,1,1
1460,8,NA,"University",NA,10,37,"McGuigan",38,NA,0,1,180426.2,NA,54.1195563110772,"Mass Market","Married",50,NA,NA,1,0,2,0
1461,9,NA,"Other","Default risk",0,37,NA,34,NA,3,0,14121.61,NA,95.1640453268069,NA,"Widowed",NA,NA,NA,0,NA,2,0
1462,4,"Male","University","No loan",NA,25,NA,29,"Germany",NA,1,173792.77,1,NA,"Mass Market","Married",54,NA,NA,1,122028.65,NA,0
1463,2,"Male","Postgraduate","Active loan",3,38,NA,NA,NA,1,NA,4888.91,0,129.581163437099,"High Net Worth",NA,NA,NA,756,0,117412.19,2,0
1464,NA,"Female",NA,"Default risk",0,NA,"Fuller",36,"Germany",NA,1,78140.75,NA,111.793447902402,NA,NA,45,NA,NA,0,NA,2,0
1465,8,"Female","High School","No loan",9,37,"Carpenter",NA,NA,0,1,3560,0,NA,NA,"Single",87,NA,540,1,0,2,0
1466,10,"Male","University","No loan",8,23,"Chu",NA,"France",0,1,NA,NA,93.5540226709317,"Mass Market",NA,60,NA,457,1,134320.23,2,0
1467,8,NA,"High School","No loan",9,NA,"H?",29,"France",0,NA,NA,1,56.6424009297473,NA,"Married",NA,NA,NA,1,102490.27,NA,0
1468,5,NA,"Postgraduate","Default risk",1,21,"Lorimer",30,NA,2,0,78700.03,NA,NA,"High Net Worth",NA,76,NA,NA,0,0,NA,0
1469,NA,NA,"Other","Default risk",0,34,NA,45,"Spain",4,0,NA,0,150.938746973962,NA,"Widowed",36,NA,NA,NA,133618.01,1,0
1470,NA,NA,"High School","Active loan",7,26,NA,31,"France",0,0,61843.73,0,37.5318920700536,NA,"Single",52,NA,NA,NA,138317.94,1,0
1471,NA,"Male",NA,NA,6,21,"Sabbatini",NA,"France",NA,0,3385.04,1,72.8641393665265,"Affluent","Single",NA,NA,819,0,0,NA,0
1472,6,"Male",NA,"Default risk",NA,26,"Hs?eh",NA,"Germany",NA,1,NA,NA,NA,"High Net Worth","Divorced",36,NA,682,0,122029.15,1,0
1473,2,"Female","Postgraduate","Active loan",3,33,"Horton",27,"France",1,NA,114685.92,NA,126.857147738729,"High Net Worth",NA,62,NA,677,0,0,2,0
1474,2,"Male",NA,NA,9,25,"Dean",50,"Germany",0,1,9439.31,0,235.574589487698,"Mass Market",NA,NA,NA,585,1,125845.66,1,1
1475,5,"Male","University","No loan",8,35,"Langdon",37,"Germany",0,0,180326.83,1,85.3673542014121,"Mass Market","Married",69,NA,NA,1,141547.26,2,0
1476,7,"Female","University",NA,NA,35,"Moran",46,"Spain",NA,1,NA,0,NA,"Mass Market","Married",46,NA,599,1,81742.84,2,0
1477,NA,"Female","University","No loan",10,24,NA,28,NA,0,1,164864.67,1,201.937529514207,NA,"Married",63,NA,850,1,0,2,0
1478,6,NA,NA,"No loan",8,38,NA,24,"Germany",NA,1,186035.72,NA,NA,"Mass Market","Married",84,NA,805,1,143221.35,2,0
1479,1,"Female",NA,NA,NA,27,NA,38,"Germany",0,NA,109394.62,0,106.193627859066,NA,NA,NA,NA,761,NA,120530.13,2,0
1480,4,"Female","High School",NA,5,NA,"Fanucci",NA,NA,NA,1,136649.8,0,76.0768475121629,NA,NA,NA,NA,689,1,0,NA,1
1481,NA,"Female","High School","Active loan",NA,NA,"Bukowski",37,NA,NA,1,17040.82,NA,43.1084350419766,"Affluent","Single",58,NA,NA,0,0,NA,0
1482,NA,"Female","University","No loan",8,33,"Tretiakov",31,"Germany",0,1,NA,NA,86.1939635416423,NA,"Married",68,NA,645,1,128927.93,1,0
1483,7,"Female",NA,"Active loan",NA,20,NA,67,"France",0,1,NA,1,40.3656641803186,NA,NA,78,NA,NA,0,0,NA,0
1484,NA,"Male",NA,"No loan",2,28,"Kenenna",38,NA,0,NA,11950.29,0,NA,NA,NA,NA,NA,469,NA,113599.42,1,0
1485,6,"Female",NA,"Active loan",4,37,"Day",37,"Spain",0,1,NA,0,110.882453725017,"Affluent","Single",63,NA,NA,NA,108269.37,NA,0
1486,2,"Male",NA,"No loan",9,20,"Stephens",35,"Spain",0,NA,175015.12,0,50.1601083707177,NA,"Single",62,NA,NA,1,NA,1,0
1487,NA,"Female","University","No loan",9,20,NA,30,"Germany",0,1,177772.03,NA,65.2887230145591,"Mass Market","Married",47,NA,584,1,112013.81,1,1
1488,2,"Female",NA,"Default risk",NA,NA,"Y?",46,"Germany",2,NA,NA,NA,50.2376331418165,"High Net Worth",NA,NA,NA,637,0,NA,1,1
1489,3,"Male",NA,"No loan",8,18,NA,43,"Spain",NA,1,135008.92,NA,NA,"Mass Market",NA,72,NA,577,NA,0,2,0
1490,1,"Male",NA,"Active loan",7,23,"Dumetochukwu",NA,"France",0,0,88669.89,1,232.746382909256,NA,"Single",53,NA,NA,0,142663.46,1,0
1491,3,"Male",NA,"No loan",10,36,"Innes",31,NA,NA,1,15360.91,0,NA,NA,"Married",41,NA,NA,1,0,2,0
1492,6,NA,NA,"No loan",NA,26,"Perrodin",NA,NA,0,NA,177896.92,1,NA,"Mass Market","Married",50,NA,589,NA,NA,2,0
1493,1,"Female",NA,NA,0,26,NA,32,"France",NA,NA,64349.6,0,NA,NA,"Widowed",74,NA,600,0,78535.25,1,0
1494,3,NA,"University","No loan",9,43,"Bryant",48,"France",0,1,157458.61,1,NA,NA,NA,54,NA,NA,1,NA,1,1
1495,NA,NA,NA,"No loan",10,NA,"DeRose",40,"France",NA,0,199862.75,1,119.246886550562,NA,"Married",67,NA,540,1,165298.12,NA,0
1496,8,NA,"University","No loan",NA,20,"Onyekaozulu",56,"Spain",0,0,161802.82,1,100.994857703834,"Mass Market","Married",81,NA,NA,NA,NA,2,1
1497,7,"Male","University","No loan",8,NA,"Sun",36,"France",0,0,130861.95,0,162.318059833672,NA,NA,43,NA,757,1,144852.06,1,0
1498,10,"Female","High School","Active loan",NA,NA,"Y?",40,"France",0,NA,154189.08,NA,140.606535064557,"Affluent",NA,46,NA,NA,0,0,2,0
1499,7,"Female",NA,NA,9,29,"Pan",25,NA,0,NA,116613.26,0,62.1501737347304,"Affluent","Single",65,NA,828,1,144351.86,1,0
1500,NA,"Female","Postgraduate",NA,1,NA,"Onwuka",38,"Germany",2,NA,122021.33,0,59.7434584266856,"High Net Worth",NA,49,NA,753,0,117314.92,NA,1
1501,1,"Male","High School","Active loan",7,32,"Dellucci",20,"France",0,0,NA,0,108.662104983087,NA,"Single",NA,NA,676,0,80569.73,1,0
1502,NA,NA,"High School","Active loan",NA,23,"Kornilova",26,"Germany",NA,NA,60427.3,NA,NA,"Affluent",NA,73,NA,NA,NA,NA,NA,0
1503,7,NA,NA,"No loan",NA,NA,"Carey",31,NA,0,1,166720.28,0,111.209416937288,"Mass Market",NA,75,NA,NA,1,0,2,0
1504,8,"Male","University",NA,NA,32,NA,30,"France",0,1,54113.38,0,55.272164745333,NA,NA,71,NA,840,1,NA,NA,0
1505,3,NA,NA,"No loan",10,28,NA,39,"Germany",0,1,137041.26,0,NA,"Mass Market",NA,68,NA,580,1,119688.81,1,0
1506,NA,NA,"University","No loan",NA,NA,NA,37,"France",0,1,NA,NA,63.7455469425452,"Mass Market","Married",NA,NA,513,1,NA,2,0
1507,4,"Female",NA,"No loan",NA,31,"Crawford",37,NA,NA,0,180890.4,0,133.486586449218,"Affluent","Single",NA,NA,607,NA,135927.06,1,0
1508,8,"Male","University",NA,NA,NA,"Burns",35,"Germany",NA,NA,177384.45,0,NA,"Mass Market","Married",58,NA,601,1,71553.83,1,0
1509,2,"Female",NA,"Active loan",7,NA,"Tang",26,"France",NA,NA,78651.55,1,NA,NA,"Single",66,NA,NA,0,NA,2,0
1510,7,"Male","High School",NA,9,NA,"Walker",31,NA,NA,0,145151.96,1,NA,NA,"Married",56,NA,700,1,0,2,0
1511,3,NA,"University",NA,10,31,"Belcher",32,"Germany",0,NA,63981.37,0,NA,NA,"Married",67,NA,NA,NA,102128.27,NA,1
1512,NA,NA,NA,NA,5,31,NA,34,"Spain",NA,0,154631.35,NA,NA,"Affluent","Single",54,NA,693,NA,107556.06,NA,0
1513,10,"Male","Postgraduate",NA,0,26,NA,42,"France",NA,1,NA,0,93.5541125854253,NA,"Divorced",64,NA,NA,0,163548.07,1,0
1514,NA,"Female","University",NA,10,32,"Napolitani",30,"Spain",NA,0,149195.44,1,NA,"Mass Market","Married",98,NA,525,1,0,2,0
1515,NA,"Female","University",NA,NA,NA,"Craig",29,NA,NA,1,NA,0,105.827103064564,"Mass Market",NA,57,NA,NA,1,NA,NA,1
1516,NA,"Female","University","No loan",8,22,NA,29,"Germany",NA,1,NA,0,NA,NA,NA,NA,NA,528,1,170214.23,NA,0
1517,2,"Female","High School","No loan",NA,32,"Berry",39,"Spain",0,1,158948.63,0,116.905970597044,"Affluent","Single",NA,NA,579,NA,NA,2,0
1518,3,"Female",NA,NA,10,NA,"Long",31,"Spain",0,NA,61531.86,1,147.201909289498,"Mass Market","Married",31,NA,619,1,NA,NA,0
1519,8,NA,NA,"No loan",NA,26,NA,NA,"Spain",NA,0,127506.76,NA,101.047986184955,"Mass Market","Married",63,NA,NA,1,115557,NA,0
1520,9,"Male","University","No loan",8,23,NA,32,"Germany",0,1,NA,NA,193.436349547038,"Mass Market","Married",NA,NA,456,1,133060.63,1,0
1521,NA,"Male",NA,"No loan",10,22,"Yin",38,NA,NA,0,90878.13,1,93.7259897835781,"Mass Market","Married",58,NA,550,1,103391.38,NA,0
1522,NA,NA,"High School","Active loan",5,NA,"Andrews",29,NA,0,1,47454.93,1,50.4524149890808,"Affluent","Single",NA,NA,555,NA,128744.04,1,0
1523,NA,NA,NA,"No loan",9,44,"Shelby",29,NA,0,NA,124489.88,NA,40.0722717742662,"Mass Market","Married",85,NA,777,1,0,2,0
1524,NA,NA,"University","No loan",10,30,"Vasilyev",42,NA,0,0,NA,1,NA,"Mass Market","Married",NA,NA,NA,1,NA,1,0
1525,4,"Female",NA,"Default risk",NA,22,"Obinna",29,"Germany",NA,1,NA,0,94.8555582762485,"High Net Worth",NA,58,NA,376,0,NA,4,1
1526,7,"Male","High School",NA,9,NA,"Lo Duca",40,"Spain",NA,1,NA,0,97.7563810673732,NA,NA,59,NA,685,1,NA,NA,0
1527,5,"Female",NA,"No loan",8,30,NA,33,"France",0,0,NA,NA,104.286638997248,"Mass Market","Married",77,NA,473,1,125827.43,NA,0
1528,9,NA,NA,"No loan",9,42,NA,NA,"France",0,0,96528,NA,77.0675318703517,NA,NA,48,NA,740,1,0,NA,1
1529,10,"Male","University","No loan",NA,38,NA,35,"Spain",0,NA,121277.78,NA,121.348392422955,"Mass Market","Married",NA,NA,515,1,176273.95,1,0
1530,NA,"Female","High School","Active loan",NA,23,"McIntosh",NA,NA,NA,1,97468.44,0,257.774925270492,"Affluent",NA,50,NA,527,NA,27755.97,1,1
1531,2,"Female","High School","Active loan",6,NA,"Gordon",NA,"France",0,NA,84694.49,1,110.818253309571,NA,NA,65,NA,658,0,0,2,0
1532,9,NA,"High School","Active loan",NA,31,"Bianchi",NA,NA,NA,1,189543.19,1,NA,"Affluent","Single",NA,NA,648,NA,102535.57,NA,0
1533,4,"Female","University",NA,10,34,"Trouette",42,NA,NA,1,44692.63,NA,86.0148745675599,"Mass Market",NA,51,NA,683,1,NA,NA,1
1534,NA,"Female","High School","Active loan",NA,NA,NA,31,NA,0,NA,36278.89,1,30.5375966974856,NA,NA,83,NA,NA,0,111855.04,2,0
1535,10,"Female",NA,NA,3,NA,"Sharwood",NA,"Spain",NA,1,NA,NA,NA,"High Net Worth","Divorced",83,NA,836,0,0,2,0
1536,1,"Male",NA,NA,8,36,"Tai",28,"France",0,0,126281.83,1,NA,NA,"Married",NA,NA,526,NA,112070.44,1,0
1537,5,"Male","Postgraduate","Active loan",NA,NA,"Carter",32,NA,1,NA,NA,1,NA,"High Net Worth","Divorced",79,NA,NA,0,175214.71,1,0
1538,NA,"Male",NA,"Active loan",NA,36,"Chidiebere",33,"France",NA,1,23067.97,NA,NA,NA,NA,70,NA,820,NA,NA,NA,0
1539,NA,"Male","University","No loan",8,NA,"Tsou",50,NA,0,0,124151.37,1,NA,NA,"Married",64,NA,682,1,NA,2,0
1540,8,NA,"University",NA,NA,31,"Teng",34,NA,NA,1,104000.06,NA,NA,"Mass Market","Married",53,NA,556,1,NA,1,0
1541,NA,"Female","University","No loan",8,NA,"Frederick",NA,"Spain",0,1,NA,0,NA,NA,"Married",45,NA,652,1,124832.51,1,0
1542,3,"Male","University",NA,8,NA,NA,NA,"France",0,NA,193747.57,1,62.737995623129,NA,"Married",61,NA,711,1,NA,NA,0
1543,2,"Male",NA,NA,9,NA,NA,NA,"Spain",0,NA,NA,1,NA,"Mass Market","Married",73,NA,727,1,NA,1,0
1544,8,NA,"University","No loan",8,27,"Tuan",39,NA,0,1,NA,0,58.0820068314247,"Mass Market",NA,32,NA,613,1,118201.41,1,0
1545,2,"Male",NA,NA,6,NA,NA,46,"France",0,1,NA,NA,54.047807816725,NA,"Single",74,NA,616,NA,0,2,0
1546,1,NA,"High School","Active loan",5,37,NA,41,"Germany",0,NA,NA,1,118.052706501272,NA,"Single",32,NA,850,1,176958.46,NA,0
1547,8,"Female","High School",NA,6,28,NA,NA,"Spain",0,NA,183235.33,0,126.214617353361,NA,"Single",69,NA,712,0,0,2,0
1548,NA,NA,"High School","No loan",9,39,NA,63,NA,0,1,56323.21,1,124.107837693253,"Affluent","Single",NA,NA,602,1,0,2,0
1549,9,"Female","University","No loan",10,26,"Parkes",41,"France",NA,1,142009.46,0,96.5536800197308,"Mass Market","Married",80,NA,567,1,137891.35,1,1
1550,10,"Male",NA,NA,10,NA,"Tu",NA,"France",0,0,44435.76,0,84.4403087550748,NA,"Married",36,NA,NA,NA,107303.72,2,0
1551,8,"Male","Postgraduate","Default risk",1,23,"Aleksandrova",NA,NA,2,NA,1557.82,NA,50.9644148180971,"High Net Worth","Divorced",NA,NA,587,0,85109.21,1,0
1552,4,"Female","Postgraduate",NA,NA,33,"Nkemdilim",34,NA,1,0,NA,1,NA,"High Net Worth","Divorced",82,NA,746,0,0,1,0
1553,9,NA,"University",NA,10,29,"Chigolum",59,"Germany",0,0,161479.19,NA,NA,"Mass Market",NA,70,NA,792,1,101609.77,NA,1
1554,NA,NA,"High School","No loan",5,29,"Walker",NA,NA,0,0,84077.6,0,NA,NA,"Single",63,NA,602,NA,113758.48,NA,0
1555,5,NA,"University",NA,8,27,"Graham",NA,NA,NA,1,88689.4,1,97.3513501541996,NA,"Married",75,NA,NA,1,171069.39,NA,0
1556,NA,"Male",NA,NA,10,31,NA,30,"France",0,NA,141860.62,0,184.373186844108,"Mass Market","Married",NA,NA,833,1,0,2,0
1557,NA,"Male","High School",NA,4,37,"Becker",NA,"Spain",NA,NA,NA,1,NA,NA,"Single",67,NA,679,0,NA,1,0
1558,9,NA,"University",NA,9,28,"Amaechi",31,"Germany",0,NA,23343.18,NA,80.4872866577137,"Mass Market","Married",55,NA,549,1,135020.21,NA,0
1559,10,"Male","Postgraduate","Active loan",NA,27,"Ch'ien",NA,"France",1,1,45507.24,0,223.632740117958,NA,"Divorced",74,NA,720,0,51962.91,NA,0
1560,1,"Male","High School","No loan",9,31,"Wheeler",NA,"France",0,0,91574.92,0,NA,NA,NA,NA,NA,672,1,0,1,0
1561,2,"Female","High School","Active loan",NA,33,"Trentino",NA,"France",0,1,72945.32,0,NA,"Affluent","Single",46,NA,710,0,0,NA,0
1562,5,"Male","High School","Active loan",NA,34,NA,31,"France",NA,1,122221.71,1,NA,"Affluent",NA,83,NA,550,NA,NA,2,0
1563,10,"Female","High School",NA,6,26,"Denisova",22,"Germany",0,NA,43852.05,NA,101.079332356507,"Affluent",NA,NA,NA,533,0,115743.6,1,0
1564,0,NA,"University","No loan",9,37,NA,38,"Spain",0,1,NA,0,NA,NA,NA,74,NA,NA,1,128366.44,NA,0
1565,6,"Female","University",NA,10,38,"Chao",NA,NA,0,1,192542.17,1,104.063321927663,NA,NA,NA,NA,707,NA,NA,2,0
1566,NA,"Female",NA,"Active loan",5,NA,"Schofield",NA,"Germany",0,NA,108258.22,0,171.567794862521,"Affluent","Single",NA,NA,609,1,NA,NA,1
1567,NA,"Male","University",NA,8,29,"Norris",NA,NA,NA,1,72643.95,NA,53.3170702098269,"Mass Market","Married",NA,NA,NA,NA,NA,1,1
1568,1,NA,NA,"Active loan",7,NA,NA,NA,"Germany",0,NA,NA,1,NA,"Affluent","Single",NA,NA,679,0,130463.55,2,0
1569,9,"Female",NA,NA,10,24,NA,66,"France",0,1,67622.34,1,110.290768893893,"Mass Market","Married",67,NA,775,1,0,NA,0
1570,4,NA,"High School","Active loan",NA,38,"Atkins",NA,"France",NA,1,NA,NA,101.463214605111,NA,"Single",33,NA,NA,0,0,2,0
1571,NA,"Female",NA,"Active loan",5,NA,NA,33,"Germany",NA,NA,74917.64,1,89.9862058314973,NA,"Single",NA,NA,850,NA,83415.04,1,0
1572,1,"Female",NA,NA,1,29,"Kwemto",NA,"Germany",2,1,185662.84,NA,68.3281477683969,"High Net Worth","Divorced",55,NA,572,0,NA,1,0
1573,NA,NA,NA,"No loan",9,33,"Bibi",NA,"Germany",0,NA,136071.05,NA,NA,"Mass Market","Married",NA,NA,815,1,135161.67,NA,0
1574,2,"Female","High School",NA,NA,NA,"Monaldo",NA,"France",NA,1,NA,NA,NA,"Affluent",NA,69,NA,593,1,NA,1,0
1575,2,"Female",NA,"No loan",9,NA,NA,33,"France",0,1,NA,NA,58.6506366841977,"Mass Market","Married",45,NA,NA,1,0,2,0
1576,NA,"Female","High School","Active loan",7,NA,NA,33,"France",NA,1,108764.69,0,141.698330973516,"Affluent",NA,42,NA,651,0,96834.78,1,0
1577,10,"Male","University","No loan",NA,NA,NA,NA,NA,0,NA,176163.74,0,203.001274632839,"Mass Market","Married",67,NA,669,1,0,2,0
1578,NA,"Female",NA,"No loan",NA,25,"Miller",31,"France",0,0,182528.44,0,63.1861264150558,"Mass Market","Married",NA,NA,NA,1,NA,1,0
1579,NA,"Male","High School",NA,5,26,"Chikere",35,NA,0,1,159777.37,1,37.5812389407036,"Affluent","Single",51,NA,629,NA,172170.36,1,0
1580,7,NA,NA,"Active loan",NA,22,"Thorpe",NA,NA,1,NA,NA,NA,81.3987369076225,"High Net Worth",NA,78,NA,763,0,143966.3,2,1
1581,2,NA,NA,NA,8,48,NA,NA,"France",0,1,28415.36,NA,138.930980631983,"Mass Market","Married",73,NA,774,1,93844.69,1,0
1582,8,"Female","University",NA,8,25,"Morrison",39,"Spain",0,1,NA,NA,NA,NA,"Married",NA,NA,628,1,107553.33,1,0
1583,9,NA,"Other","Default risk",0,NA,NA,NA,NA,NA,0,150803.44,0,48.8834822284586,"High Net Worth",NA,58,NA,NA,NA,0,2,0
1584,NA,"Male","High School","Active loan",4,NA,"Chidubem",NA,"France",0,1,NA,1,60.4048305054834,NA,NA,87,NA,535,0,103804.97,1,0
1585,NA,"Female","University","No loan",9,NA,"Hao",26,"Spain",0,0,104502.02,NA,107.945225435602,"Mass Market","Married",33,NA,NA,1,148610.41,NA,1
1586,5,"Male","University","No loan",10,31,"Mazzi",NA,NA,0,1,194310.1,0,NA,NA,NA,41,NA,619,1,NA,2,0
1587,NA,"Female","High School","No loan",2,NA,"Gill",NA,"Germany",0,NA,NA,0,91.65351206239,"Affluent","Single",74,NA,775,1,NA,NA,0
1588,NA,"Female","High School",NA,5,37,"Su",NA,NA,0,NA,127095.14,0,NA,"Affluent","Single",65,NA,NA,1,76595.08,2,0
1589,7,NA,"University","No loan",NA,26,"Calabrese",47,"France",NA,1,NA,0,110.911354482138,"Mass Market","Married",NA,NA,727,1,NA,2,0
1590,NA,NA,NA,"Active loan",6,25,"Nwabugwu",NA,"France",0,0,170998.83,0,47.7012991168026,"Affluent","Single",55,NA,NA,0,129189.15,2,0
1591,NA,"Male","University",NA,8,30,NA,NA,"France",0,1,NA,1,NA,"Mass Market","Married",70,NA,573,1,0,2,0
1592,5,"Male","University","No loan",NA,NA,"Miller",NA,NA,0,NA,NA,0,NA,"Mass Market","Married",NA,NA,526,NA,145537.21,1,0
1593,3,"Female","Postgraduate",NA,7,NA,"Williamson",25,NA,1,0,71911.3,0,NA,"High Net Worth",NA,65,NA,746,NA,104833.79,NA,0
1594,1,"Male",NA,NA,3,36,"Ikenna",NA,"France",1,0,6035.51,NA,232.509553671828,"High Net Worth","Divorced",NA,NA,707,NA,0,2,0
1595,NA,"Female","University",NA,NA,NA,"Rowley",44,NA,NA,NA,158036.72,NA,96.6038892063712,NA,"Married",39,NA,504,1,131873.07,2,1
1596,5,"Female",NA,"Default risk",1,24,NA,35,"France",2,0,13066.3,1,NA,NA,NA,50,NA,NA,0,0,NA,0
1597,8,"Male","University","No loan",9,27,NA,NA,"Spain",0,1,161954.43,1,191.427663346482,"Mass Market","Married",65,NA,598,NA,0,2,0
1598,4,"Male",NA,NA,NA,18,"Chambers",51,"Spain",0,0,123587.83,0,119.120553516099,"Mass Market","Married",NA,NA,NA,1,NA,2,1
1599,10,NA,NA,"Active loan",NA,26,"Lo",46,"Spain",NA,NA,54947.51,NA,102.974008093059,"High Net Worth","Divorced",60,NA,527,NA,131414.76,1,0
